Crop,State,District,Season,Year,Area,Production,Yield,Rainfall,Temperature,Humidity,pH,N,P,K,Pesticide_usage
Barley,Bihar,Patna,Rabi,2000,28288.15,89925.2,3.1789,564.4,24.56,41.09,6.03,81.79,52.9,46.83,10.1
Potato,West Bengal,Durgapur,Whole Year,2000,8148.33,201804.8,24.7664,604.85,19.83,78.71,5.89,89.49,62.39,130.91,6.16
Onion,Rajasthan,Jaipur,Rabi,2009,26507.08,650221.32,24.5301,585.1,16.64,54.79,6.59,93.4,61.77,68.22,
Tomato,Telangana,Nizamabad,Whole Year,2022,13847.29,560221.2,40.4571,936.19,22.91,77.92,6.83,113.63,74.37,117.32,18.97
Rice,Punjab,Ludhiana,Kharif,2021,36007.01,117512.48,3.2636,,22.39,76.68,,80.24,42.51,54.44,17.86
Groundnut,West Bengal,Kolkata,Zaid,2007,24114.85,34995.47,1.4512,761.61,28.15,59.32,6.42,25.69,,60.73,5.32
Chickpea,Haryana,Gurugram,Rabi,2003,30198.92,48312.23,1.5998,672.97,23.2,63.06,6.0,18.53,49.26,,10.86
Jowar,Uttar Pradesh,Varanasi,Kharif,2008,19399.07,32922.16,1.6971,490.78,26.7,47.99,6.08,76.9,34.79,45.22,16.86
Groundnut,Punjab,Jalandhar,Zaid,2022,11821.42,22876.81,1.9352,619.33,26.38,65.97,6.24,37.11,44.72,60.84,16.27
Tea,Tamil Nadu,Tiruchirappalli,Whole Year,2011,6379.6,16107.85,2.5249,2694.4,,93.52,4.76,111.98,20.32,76.61,17.14
Chickpea,Haryana,Rohtak,Rabi,2013,26692.91,48949.46,1.8338,578.65,22.4,63.07,,39.36,47.18,27.93,13.93
Ginger,Tamil Nadu,Chennai,Kharif,2005,24920.6,424886.26,17.0496,1911.68,20.19,89.74,6.22,,43.22,103.07,14.84
Sugarcane,Rajasthan,Kota,Whole Year,2013,19344.82,1607521.66,83.0983,1484.73,34.14,69.91,6.48,159.73,,87.7,7.73
Turmeric,Gujarat,Rajkot,Kharif,2020,11472.35,110331.88,9.6172,2292.76,29.78,67.75,6.55,98.21,55.05,135.05,9.04
Tomato,Maharashtra,Pune,Whole Year,2021,12082.24,454645.03,37.6292,620.05,20.01,72.28,,95.38,61.71,,6.27
Jowar,Andhra Pradesh,Kurnool,Kharif,2009,38347.38,58809.54,1.5336,826.67,29.8,58.98,6.45,54.91,26.83,41.94,17.55
Onion,Bihar,Gaya,Rabi,2019,21959.17,421031.95,19.1734,342.26,17.82,72.6,6.7,71.18,52.95,61.99,9.87
Potato,Bihar,Bhagalpur,Rabi,2017,3574.5,106707.05,29.8523,533.66,15.03,77.27,5.93,83.86,95.9,110.95,
Sugarcane,Bihar,Gaya,Whole Year,2009,46986.26,3791795.88,80.7001,,24.99,75.83,7.0,135.29,,81.79,5.39
Tea,Assam,Silchar,Whole Year,2014,16217.62,38440.62,2.3703,2787.98,19.19,82.15,4.55,139.15,20.94,41.62,0.55
Sunflower,Andhra Pradesh,Guntur,Rabi,2012,11451.94,16964.9,1.4814,547.26,30.26,64.63,6.55,93.9,45.24,48.96,7.47
Potato,Maharashtra,Nagpur,Whole Year,2008,45855.93,1191451.7,25.9825,646.58,17.79,80.0,,100.11,68.42,108.69,13.81
Tomato,Karnataka,Mysuru,Whole Year,2008,22975.04,917101.56,39.9173,1188.56,21.83,71.22,6.9,90.4,80.47,,1.27
Bajra,Haryana,Gurugram,Kharif,2003,33790.08,49627.49,1.4687,431.27,29.36,40.35,,62.7,36.49,33.39,8.36
Potato,Andhra Pradesh,Kurnool,Whole Year,2018,33992.56,1055686.54,31.0564,920.72,23.49,70.36,5.39,114.43,81.36,142.21,3.23
Potato,Tamil Nadu,Coimbatore,Rabi,2011,34097.21,930587.87,27.2922,616.36,19.25,69.38,6.39,98.92,92.53,106.07,18.59
Sugarcane,Haryana,Gurugram,Kharif,2023,39220.17,2841638.59,72.4535,1407.5,24.5,65.44,7.19,,,101.03,4.36
Wheat,Andhra Pradesh,Visakhapatnam,Rabi,2017,15208.9,54878.27,3.6083,813.09,,52.71,7.18,83.3,57.16,,18.78
Mustard,Haryana,Rohtak,Rabi,2015,14617.26,27658.78,1.8922,542.65,19.09,67.45,7.21,,33.81,34.3,11.73
Chickpea,Madhya Pradesh,Gwalior,Rabi,2022,23833.2,33345.03,1.3991,416.99,19.05,,6.56,28.27,,36.15,10.53
Barley,West Bengal,Asansol,Rabi,2015,,76781.43,2.804,797.2,22.26,46.53,6.21,86.48,38.69,41.87,10.26
Coffee,Tamil Nadu,Madurai,Whole Year,2020,14553.65,25166.17,1.7292,1782.94,25.88,70.44,6.5,97.1,63.69,104.91,17.83
Potato,Rajasthan,Kota,Whole Year,2001,24808.71,650280.94,26.2118,775.39,20.36,67.67,5.91,93.76,62.05,110.28,8.74
Potato,Maharashtra,Nashik,Whole Year,2016,6157.64,171066.01,27.7811,924.23,24.64,75.53,5.32,80.73,83.16,140.67,13.73
Tea,Bihar,Patna,Whole Year,2004,,60807.74,2.3496,2434.59,22.9,92.51,5.09,133.69,20.61,70.43,14.46
Groundnut,Punjab,Ludhiana,Zaid,2007,26687.06,,2.1193,764.48,25.87,73.52,6.91,27.11,,77.12,0.74
Sunflower,West Bengal,Howrah,Rabi,2008,44300.34,77698.37,1.7539,674.94,31.57,66.69,6.84,90.23,55.93,49.6,2.16
Chickpea,Gujarat,Vadodara,Rabi,2000,37016.39,46174.24,1.2474,383.49,27.77,56.44,7.34,24.5,,22.77,18.22
Tomato,Bihar,Muzaffarpur,Zaid,2012,13761.51,,37.0276,1196.08,21.41,,6.64,,,94.59,19.39
Wheat,Karnataka,Bengaluru,Rabi,2011,44591.03,162253.38,3.6387,608.02,17.59,62.29,6.15,76.75,43.62,55.58,3.81
Maize,Assam,Silchar,Kharif,2007,6123.66,24759.18,4.0432,1087.99,27.32,66.43,6.59,82.99,,57.59,10.98
Barley,Punjab,Jalandhar,Rabi,2019,32241.45,104336.56,3.2361,,20.31,55.02,6.67,81.08,53.93,43.56,18.43
Onion,Karnataka,Mangaluru,Rabi,2010,,621565.08,25.046,480.27,24.14,68.07,6.39,94.06,49.89,95.99,18.06
Tea,Karnataka,Mangaluru,Whole Year,2007,49064.8,101696.61,2.0727,1625.79,27.53,83.71,5.38,135.2,37.53,47.25,10.0
Bajra,Bihar,Bhagalpur,Kharif,2007,9215.54,12809.6,1.39,330.61,37.64,37.88,5.59,67.14,38.12,22.02,1.57
Onion,Bihar,Gaya,Rabi,2017,3564.69,70966.56,19.9082,695.01,16.68,59.32,7.02,71.8,52.26,84.09,7.79
Bajra,Haryana,Rohtak,Kharif,2007,39901.2,50570.78,1.2674,260.3,30.7,,6.82,63.94,31.67,27.23,8.33
Wheat,Haryana,Ambala,Rabi,2020,16147.42,53331.7,3.3028,635.53,24.24,61.37,6.66,71.78,41.59,53.63,12.73
Groundnut,Madhya Pradesh,Rewa,Zaid,2010,41915.09,73347.22,1.7499,430.98,30.82,54.72,6.51,29.32,39.57,62.35,19.16
Barley,Gujarat,Surat,Rabi,2019,11214.83,31182.83,2.7805,442.46,16.57,41.11,,,37.04,38.32,1.03
Sugarcane,Assam,Silchar,Kharif,2014,,740742.25,76.1554,1693.11,30.93,70.68,6.93,132.04,62.04,96.56,11.48
Tomato,Gujarat,Rajkot,Whole Year,2003,37658.76,1449515.8,38.4908,864.61,26.44,67.33,6.24,85.02,87.51,88.96,15.96
Turmeric,Madhya Pradesh,Ujjain,Kharif,2005,7227.0,64148.3,8.8762,,30.41,86.52,6.16,66.55,57.97,118.35,15.93
Sugarcane,Karnataka,Belagavi,Kharif,2006,1282.76,96072.7,74.8953,1418.26,27.75,,6.86,131.6,56.98,93.55,
Mustard,Assam,Jorhat,Rabi,2001,38468.54,72890.19,1.8948,672.89,14.02,67.18,6.17,62.44,42.56,30.01,17.98
Sunflower,Gujarat,Ahmedabad,Rabi,2015,39734.45,64922.12,1.6339,717.39,24.71,69.36,,71.44,46.78,45.19,3.81
Coffee,Karnataka,Bengaluru,Whole Year,2007,42936.09,91831.71,2.1388,1771.24,23.11,85.91,6.03,136.97,65.84,125.23,13.02
Tea,Haryana,Hisar,Whole Year,2009,10751.29,24584.97,2.2867,2036.69,21.1,83.37,5.21,114.31,28.24,52.96,14.01
Ginger,Maharashtra,Aurangabad,Kharif,2023,11200.59,171878.65,15.3455,2057.95,26.78,79.06,5.68,64.76,51.68,118.03,18.46
Tomato,Punjab,Jalandhar,Whole Year,2006,30768.98,1201827.13,39.0597,982.85,24.71,66.13,6.46,110.67,60.83,100.72,8.17
Potato,Maharashtra,Aurangabad,Rabi,2002,25885.23,743703.37,28.7308,,21.05,75.23,5.39,98.74,68.88,140.71,15.86
Maize,Tamil Nadu,Madurai,Zaid,2011,17729.29,70332.09,3.967,653.65,24.97,51.35,5.87,84.59,68.62,55.34,6.71
Mustard,Rajasthan,Jodhpur,Rabi,2013,5488.51,11748.16,2.1405,628.67,22.17,55.23,7.12,68.56,39.53,39.22,1.65
Wheat,Madhya Pradesh,Ujjain,Rabi,2008,27527.69,93255.56,3.3877,668.97,16.22,55.09,6.02,89.51,,45.66,
Sunflower,Rajasthan,Jaipur,Zaid,2014,14089.19,,1.5818,605.05,25.37,,6.86,64.95,48.57,58.79,9.38
Groundnut,West Bengal,Durgapur,Zaid,2003,25409.62,64896.17,2.554,,29.48,65.79,6.48,36.34,48.59,79.01,1.81
Groundnut,Maharashtra,Amravati,Zaid,2005,377.8,679.1,1.7975,445.13,28.26,61.0,6.9,22.06,,83.48,11.93
Potato,Punjab,Amritsar,Whole Year,2006,5502.55,144832.07,26.3209,992.17,21.18,68.29,5.5,81.34,,115.95,10.49
Sugarcane,Telangana,Warangal,Whole Year,2019,23854.29,1784021.8,74.7883,1898.55,32.67,78.29,6.26,112.99,60.49,81.42,12.08
Sunflower,Rajasthan,Kota,Rabi,2008,39779.19,65949.92,1.6579,636.25,29.58,62.91,6.68,89.46,42.56,58.96,15.08
Jowar,Punjab,Jalandhar,Kharif,2016,7709.89,15022.72,1.9485,571.99,30.09,51.96,7.05,89.24,48.09,28.6,
Tea,Rajasthan,Jaipur,Whole Year,2002,2235.5,6024.23,2.6948,1604.64,26.97,90.13,4.61,130.51,34.94,75.39,2.54
Sunflower,Andhra Pradesh,Visakhapatnam,Zaid,2022,26382.99,44703.34,1.6944,499.66,28.46,53.99,6.6,74.06,53.09,50.85,19.06
Sunflower,Assam,Dibrugarh,Zaid,2015,17733.52,25894.49,1.4602,478.49,28.55,59.68,6.44,60.16,56.02,49.89,11.77
Coffee,Telangana,Hyderabad,Whole Year,2022,9423.14,16623.36,1.7641,1548.15,20.43,80.77,6.25,138.67,57.11,86.39,
Mustard,Telangana,Nizamabad,Rabi,2022,44136.38,87239.97,1.9766,265.39,20.34,47.95,7.06,54.86,44.01,35.12,7.66
Sunflower,Assam,Jorhat,Rabi,2000,2743.58,5060.26,1.8444,732.75,25.14,65.84,7.14,99.59,54.74,58.62,5.54
Onion,Uttar Pradesh,Varanasi,Rabi,2009,13237.03,329226.12,24.8716,411.13,17.88,61.23,7.28,84.33,66.7,,6.07
Sugarcane,Assam,Guwahati,Kharif,2007,49252.32,3992412.76,81.0604,1558.08,27.77,70.9,6.78,136.73,54.02,102.57,13.99
Potato,Madhya Pradesh,Jabalpur,Rabi,2023,32634.43,1034968.31,31.714,845.52,23.92,83.26,5.21,110.45,99.15,131.11,9.35
Sunflower,Rajasthan,Ajmer,Zaid,2005,14262.05,29041.81,2.0363,576.01,23.63,43.99,6.31,94.23,55.79,59.94,4.39
Tea,Maharashtra,Kolhapur,Whole Year,2022,,6563.38,2.2504,1883.57,27.72,82.28,5.46,93.59,29.37,79.76,19.14
Sunflower,Gujarat,Surat,Rabi,2023,,45564.16,1.3268,521.12,28.79,57.21,6.96,91.04,42.49,55.98,12.65
Bajra,Uttar Pradesh,Kanpur,Kharif,2017,9846.55,13030.92,1.3234,526.01,25.21,61.9,5.59,58.31,35.41,32.72,9.19
Mustard,Tamil Nadu,Chennai,Rabi,2005,18729.51,47518.64,2.5371,547.44,11.19,53.04,6.1,85.53,40.75,47.96,1.77
Tea,Uttar Pradesh,Bareilly,Whole Year,2000,16133.94,39261.94,2.4335,2832.23,20.82,91.51,5.1,115.58,28.51,61.1,7.59
Soybean,Punjab,Jalandhar,Kharif,2022,49648.33,107136.13,2.1579,1057.76,23.52,79.4,6.45,41.33,56.39,43.35,9.56
Maize,West Bengal,Durgapur,Zaid,2004,7150.18,36475.93,5.1014,1124.66,24.63,70.94,6.59,103.9,56.17,69.47,5.08
Chickpea,Madhya Pradesh,Rewa,Rabi,2019,25029.64,50917.8,2.0343,532.3,21.1,68.91,6.3,39.0,55.32,33.92,16.15
Potato,Haryana,Ambala,Whole Year,2002,11285.49,286776.71,25.4111,775.59,15.83,66.44,6.45,102.8,73.04,131.27,
Maize,Rajasthan,Bikaner,Zaid,2021,10574.07,50531.37,4.7788,943.23,23.25,73.69,6.88,81.88,45.93,68.24,1.88
Onion,Telangana,Hyderabad,Rabi,2016,4201.76,87539.05,20.8339,435.8,24.69,72.0,6.98,94.03,47.15,64.13,7.48
Groundnut,Maharashtra,Kolhapur,Kharif,2008,32098.69,62139.85,1.9359,838.98,27.06,60.45,6.2,33.79,34.94,60.49,4.15
Mustard,Rajasthan,Jaipur,Rabi,2014,37111.84,85821.13,2.3125,420.67,17.47,67.76,6.43,76.13,43.53,42.75,4.23
Barley,Telangana,Warangal,Rabi,2000,13482.24,,3.38,664.85,24.25,55.41,7.44,77.27,53.52,54.57,18.01
Maize,Haryana,Ambala,Zaid,2020,11409.66,,4.9343,1186.7,29.51,62.68,6.44,98.12,63.08,64.47,1.0
Ginger,Haryana,Gurugram,Kharif,2017,27852.23,609312.09,21.8766,2621.14,24.42,81.33,6.08,95.9,59.3,109.36,1.86
Coffee,Bihar,Gaya,Whole Year,2010,36370.88,81761.74,2.248,2085.3,24.04,73.58,6.39,110.73,68.87,119.38,
Onion,Assam,Dibrugarh,Zaid,2010,40623.32,929786.55,22.888,371.66,18.1,58.4,7.35,94.49,48.64,77.67,12.71
Maize,Rajasthan,Ajmer,Kharif,2015,12462.91,55903.63,4.4856,687.27,25.34,,6.01,92.16,65.02,63.1,5.22
Potato,Gujarat,Vadodara,Rabi,2018,11266.95,307758.99,27.3152,804.33,16.03,84.35,6.26,95.86,89.59,113.61,16.52
Chickpea,Madhya Pradesh,Rewa,Rabi,2010,19160.29,27387.72,1.4294,445.99,23.11,64.14,7.3,20.1,57.9,22.07,10.48
Potato,Haryana,Faridabad,Whole Year,2005,27999.23,842888.82,30.104,,17.48,78.13,5.69,80.92,98.04,128.34,2.69
Tea,Andhra Pradesh,Kakinada,Whole Year,2019,25866.83,57667.51,2.2294,,24.4,94.52,5.45,109.33,33.13,49.9,15.94
Tea,Bihar,Darbhanga,Whole Year,2019,31589.2,74815.86,2.3684,2198.5,21.93,77.55,4.54,123.43,28.89,69.43,15.03
Onion,Telangana,Nizamabad,Zaid,2013,41771.11,1109582.7,26.5634,561.38,23.92,54.33,,94.56,53.99,94.52,13.91
Onion,Uttar Pradesh,Kanpur,Zaid,2015,30771.08,517268.01,16.8102,341.38,17.94,50.22,6.77,71.01,47.42,86.39,15.82
Ginger,Gujarat,Mehsana,Kharif,2012,49324.31,867353.19,17.5847,2310.97,29.97,76.47,,92.55,57.01,84.83,
Groundnut,Assam,Dibrugarh,Zaid,2003,25745.28,55004.79,2.1365,826.54,27.6,63.71,6.67,30.25,47.62,73.28,9.13
Rice,Tamil Nadu,Coimbatore,Kharif,2022,23435.32,,4.0985,2390.27,30.02,79.03,6.96,97.88,42.84,56.56,12.56
Sunflower,Bihar,Patna,Rabi,2020,37437.71,56939.01,1.5209,579.28,30.62,56.47,6.25,71.17,48.29,57.52,9.98
Groundnut,Haryana,Hisar,Kharif,2005,12615.55,20222.73,1.603,400.22,33.59,61.52,6.3,36.84,42.8,74.71,14.12
Potato,Telangana,Nizamabad,Whole Year,2017,34608.57,983457.89,28.4166,,17.76,75.46,,122.9,60.49,114.46,7.2
Potato,Odisha,Bhubaneswar,Whole Year,2010,29386.21,858929.53,29.229,721.32,22.12,69.09,5.39,80.73,98.61,133.31,3.47
Potato,Karnataka,Hubli,Whole Year,2012,12728.99,365069.98,28.6802,759.63,24.32,67.59,5.67,115.1,76.11,128.96,
Barley,Tamil Nadu,Coimbatore,Rabi,2010,37452.12,100221.87,2.676,584.29,17.55,58.04,6.8,55.62,37.82,42.56,17.7
Mustard,Andhra Pradesh,Kakinada,Rabi,2010,30189.92,53152.37,1.7606,416.01,21.52,41.14,,74.48,38.99,31.81,19.63
Ginger,Gujarat,Vadodara,Kharif,2011,1471.75,25633.62,17.4171,2230.54,24.27,84.38,5.72,91.45,57.42,100.7,15.59
Tomato,Madhya Pradesh,Ujjain,Whole Year,2011,26073.52,1261914.04,48.3983,1177.79,27.11,73.27,6.01,109.25,78.55,117.34,15.78
Potato,Uttar Pradesh,Allahabad,Whole Year,2022,37369.42,992655.11,26.5633,629.03,22.6,74.57,5.89,107.92,67.43,134.36,12.22
Onion,Telangana,Khammam,Zaid,2011,,733479.04,21.2857,564.07,26.82,58.97,6.4,98.76,57.95,70.19,19.35
Barley,Bihar,Patna,Rabi,2002,46662.9,129410.22,2.7733,454.05,20.78,58.41,7.28,55.06,45.33,35.52,1.99
Tomato,Odisha,Bhubaneswar,Zaid,2002,12771.25,523257.27,40.9715,1049.8,,76.67,6.98,117.47,76.02,106.28,8.14
Sugarcane,Tamil Nadu,Salem,Whole Year,2009,,2790749.7,77.2186,1019.41,28.79,71.39,6.93,127.8,,73.27,10.48
Groundnut,Tamil Nadu,Madurai,Zaid,2006,45349.91,92291.6,2.0351,,25.65,50.06,5.59,38.32,34.89,89.32,7.32
Groundnut,Assam,Silchar,Kharif,2005,46888.46,89496.0,1.9087,573.95,30.71,60.71,5.92,33.22,30.83,73.51,13.39
Bajra,Odisha,Cuttack,Kharif,2013,25815.18,47634.17,1.8452,351.97,32.25,59.74,5.83,,36.46,,
Tomato,West Bengal,Durgapur,Zaid,2009,41433.76,1772163.35,42.771,725.96,23.17,79.45,6.18,,62.99,118.47,19.39
Barley,Rajasthan,Udaipur,Rabi,2009,26130.74,84352.64,3.2281,784.03,17.91,49.12,7.19,61.55,51.8,48.98,19.86
Coffee,Telangana,Warangal,Whole Year,2004,17676.43,38009.63,2.1503,1774.03,23.01,77.65,6.06,139.69,53.53,127.37,18.02
Bajra,Andhra Pradesh,Kakinada,Kharif,2016,8060.29,13164.07,1.6332,581.59,34.19,57.21,6.14,69.86,31.89,34.98,10.47
Turmeric,Telangana,Warangal,Kharif,2021,,132331.31,9.0472,2314.29,28.72,87.57,6.89,83.61,49.28,105.09,10.59
Onion,Tamil Nadu,Madurai,Zaid,2007,1622.14,36617.54,22.5736,471.41,22.09,56.05,6.19,70.33,45.33,95.62,12.17
Sugarcane,Maharashtra,Aurangabad,Kharif,2010,4647.09,341164.72,73.4147,1562.5,27.13,68.25,7.03,140.67,54.5,70.31,13.06
Jowar,Assam,Dibrugarh,Kharif,2008,47979.03,78666.42,1.6396,505.92,31.31,69.33,7.03,56.19,33.41,49.47,13.42
Tomato,Andhra Pradesh,Guntur,Zaid,2019,36968.01,1597269.41,43.2068,837.16,26.17,60.38,6.94,101.11,,80.91,16.61
Sunflower,Assam,Silchar,Rabi,2001,9925.8,15916.02,1.6035,,,57.83,7.37,73.12,54.58,58.03,18.05
Groundnut,Punjab,Patiala,Zaid,2010,35719.06,73406.24,2.0551,589.14,32.07,53.34,6.25,28.61,49.15,60.87,0.81
Groundnut,Karnataka,Mysuru,Zaid,2012,,24850.49,1.7569,801.59,34.31,65.15,6.26,34.8,35.44,73.28,1.99
Potato,Andhra Pradesh,Kurnool,Whole Year,2017,16454.4,436982.79,26.5572,595.58,23.13,80.88,5.21,98.48,81.62,102.48,12.0
Soybean,Bihar,Muzaffarpur,Kharif,2007,5169.66,12204.53,2.3608,803.68,28.97,71.14,6.45,45.83,44.57,50.05,17.33
Cotton,Gujarat,Surat,Kharif,2008,43469.02,85177.54,1.9595,824.9,21.94,45.17,6.14,66.24,35.63,38.2,12.12
Sunflower,Telangana,Warangal,Zaid,2008,33438.37,43035.18,1.287,463.32,21.08,,6.99,65.51,40.99,49.87,18.15
Groundnut,Gujarat,Mehsana,Kharif,2007,3593.58,8249.42,2.2956,668.18,32.66,53.75,6.62,30.37,45.99,85.56,0.59
Onion,Telangana,Hyderabad,Zaid,2011,47737.44,1110095.98,23.2542,694.39,21.9,67.98,7.4,60.74,,90.86,7.82
Groundnut,Assam,Silchar,Zaid,2002,3989.25,7972.92,1.9986,824.88,,,6.6,20.02,44.59,89.69,16.64
Maize,Rajasthan,Kota,Zaid,2011,19614.89,76727.57,3.9117,850.03,29.73,51.85,6.06,88.51,69.18,60.16,8.74
Bajra,Rajasthan,Bikaner,Kharif,2007,15274.95,20665.48,1.3529,484.79,32.12,45.19,6.09,,32.52,20.92,4.81
Onion,Odisha,Rourkela,Rabi,2015,12820.26,263098.66,20.5221,555.18,25.91,54.86,6.99,70.04,54.04,65.94,17.82
Coffee,Tamil Nadu,Salem,Whole Year,2020,46723.52,93367.61,1.9983,1821.54,18.57,84.35,5.52,116.92,53.98,105.13,1.75
Mustard,Tamil Nadu,Madurai,Rabi,2017,19310.84,41695.97,2.1592,541.1,19.26,64.39,6.51,70.75,43.69,38.46,
Maize,West Bengal,Durgapur,Zaid,2000,32605.75,154124.12,4.7269,724.16,26.31,61.42,6.46,116.71,46.18,67.62,5.99
Potato,Bihar,Gaya,Rabi,2022,49706.59,1544632.28,31.075,784.08,21.1,,5.45,122.74,65.89,148.03,3.19
Sugarcane,Punjab,Ludhiana,Whole Year,2020,48834.89,4155814.95,85.0993,1220.25,27.37,82.82,6.13,138.31,65.57,95.52,6.4
Sugarcane,Uttar Pradesh,Agra,Whole Year,2006,4883.68,375233.65,76.8342,1348.87,34.05,82.01,6.83,137.47,69.39,91.61,9.88
Ginger,Haryana,Ambala,Kharif,2000,33857.11,445796.57,13.167,1628.39,27.02,77.37,5.72,,47.03,91.96,3.37
Sunflower,Haryana,Faridabad,Rabi,2008,1653.93,3013.3,1.8219,507.29,23.81,46.45,6.22,98.33,51.06,46.35,7.89
Jowar,Telangana,Khammam,Kharif,2010,22606.19,33907.02,1.4999,505.42,28.46,41.18,7.19,61.49,31.63,37.55,1.35
Onion,Rajasthan,Bikaner,Rabi,2008,25785.21,606318.58,23.5142,525.71,20.92,67.24,6.24,69.55,51.49,82.48,17.42
Maize,Andhra Pradesh,Kakinada,Kharif,2004,28213.01,126035.98,4.4673,724.66,,78.32,,102.36,43.2,53.15,
Potato,Madhya Pradesh,Ujjain,Whole Year,2020,28774.29,781138.53,27.1471,519.86,,67.73,5.69,126.01,79.7,119.92,6.52
Groundnut,Tamil Nadu,Tiruchirappalli,Zaid,2011,29935.14,58517.21,1.9548,581.33,25.42,55.56,6.03,30.33,49.65,85.01,19.22
Onion,Haryana,Rohtak,Zaid,2008,38791.07,833302.01,21.4818,581.44,19.49,71.83,7.41,64.66,46.61,80.22,2.89
Sunflower,Tamil Nadu,Chennai,Zaid,2012,20632.46,38762.2,1.8787,696.38,27.19,46.07,6.65,72.39,59.78,48.83,2.01
Soybean,Madhya Pradesh,Gwalior,Kharif,2014,40247.63,88645.41,2.2025,946.63,25.44,69.46,6.63,,46.58,54.46,16.08
Maize,Odisha,Rourkela,Zaid,2008,38178.63,128871.97,3.3755,778.57,26.05,67.97,6.85,85.66,54.95,46.41,3.71
Sunflower,Assam,Dibrugarh,Zaid,2005,25869.52,38305.0,1.4807,784.95,27.24,49.11,,73.63,45.84,44.32,6.14
Sunflower,Madhya Pradesh,Bhopal,Zaid,2008,48321.7,87317.31,1.807,739.87,20.51,,7.12,90.5,54.69,55.7,13.84
Coffee,Assam,Dibrugarh,Whole Year,2008,38829.26,63050.95,1.6238,1719.18,20.99,88.05,5.51,83.8,,103.32,
Maize,West Bengal,Asansol,Kharif,2002,30268.26,128007.5,4.2291,831.29,20.76,65.23,6.5,105.85,44.5,55.37,4.73
Potato,Uttar Pradesh,Allahabad,Whole Year,2018,15239.17,360182.35,23.6353,574.44,23.86,72.46,5.51,101.8,95.74,,10.28
Potato,Uttar Pradesh,Lucknow,Whole Year,2006,46806.35,,24.4837,519.9,15.84,82.09,,101.07,78.74,127.04,12.73
Maize,Haryana,Ambala,Zaid,2002,16997.61,78420.17,4.6136,728.36,26.45,59.4,6.22,109.03,55.5,62.7,4.14
Potato,Telangana,Hyderabad,Whole Year,2008,39509.24,1238847.78,31.3559,935.94,24.05,72.54,5.75,121.24,61.27,147.67,3.79
Onion,Rajasthan,Ajmer,Rabi,2017,40457.56,938158.22,23.1887,444.61,25.81,70.1,7.22,90.03,45.92,81.39,10.74
Mustard,Karnataka,Hubli,Rabi,2012,39012.42,98416.63,2.5227,424.93,14.32,48.4,6.35,74.93,47.24,,1.49
Cotton,West Bengal,Kolkata,Kharif,2002,24429.65,58658.03,2.4011,784.87,26.77,73.82,6.54,96.01,48.31,45.53,8.52
Groundnut,Uttar Pradesh,Allahabad,Zaid,2004,17394.7,24215.16,1.3921,505.91,27.82,61.68,6.98,39.9,31.43,71.17,16.34
Sugarcane,Punjab,Bathinda,Kharif,2020,40313.16,3399915.16,84.3376,1801.92,29.53,68.77,6.54,101.27,76.48,94.56,9.28
Onion,Assam,Silchar,Zaid,2010,10774.4,252575.64,23.4422,407.92,24.26,59.85,7.34,82.14,46.79,97.09,6.65
Mustard,Tamil Nadu,Madurai,Rabi,2017,48650.78,93248.95,1.9167,353.32,13.71,56.71,6.15,74.12,30.07,34.17,8.55
Potato,Telangana,Khammam,Whole Year,2020,29574.03,711533.42,24.0594,762.17,21.8,79.41,5.42,93.76,69.29,114.05,17.2
Cotton,West Bengal,Kolkata,Kharif,2016,10932.84,19149.96,1.7516,992.71,34.89,63.65,7.36,66.77,27.1,27.84,15.76
Maize,Telangana,Khammam,Zaid,2012,3293.87,13827.34,4.1979,1014.1,,61.81,6.65,83.53,69.29,40.18,7.3
Rice,Uttar Pradesh,Varanasi,Kharif,2019,451.65,2074.16,4.5924,2499.0,29.5,77.5,6.96,97.53,55.4,48.29,12.99
Sugarcane,West Bengal,Howrah,Whole Year,2022,13532.84,1044234.53,77.163,1453.85,26.03,77.16,7.5,,50.5,96.14,16.86
Tomato,Bihar,Patna,Zaid,2001,16803.75,737760.24,43.9045,1124.04,22.05,65.93,6.93,109.2,71.75,97.18,14.14
Wheat,Tamil Nadu,Tiruchirappalli,Rabi,2013,39406.63,139684.68,3.5447,765.84,11.07,58.35,6.26,,48.88,42.75,10.56
Sunflower,Tamil Nadu,Chennai,Rabi,2011,18797.97,31356.89,1.6681,752.07,23.73,47.28,6.62,66.2,49.28,59.27,13.28
Cotton,Punjab,Ludhiana,Kharif,2000,31971.08,73396.01,2.2957,1098.41,24.93,70.32,6.32,96.9,,32.97,14.05
Wheat,Rajasthan,Bikaner,Rabi,2008,15089.82,54869.6,3.6362,769.18,12.24,53.21,6.13,81.77,59.13,40.21,7.06
Cotton,Assam,Dibrugarh,Kharif,2022,32482.75,70588.26,2.1731,540.1,27.05,46.84,,76.65,34.98,41.28,1.18
Chickpea,Odisha,Cuttack,Rabi,2008,39815.37,60726.4,1.5252,419.16,25.38,48.12,6.89,30.19,50.4,20.73,12.28
Groundnut,Telangana,Khammam,Zaid,2013,43075.41,,1.374,460.42,31.69,63.64,5.73,24.6,45.39,70.43,16.68
Groundnut,Assam,Dibrugarh,Kharif,2014,8334.76,7399.6,0.8878,526.39,31.99,66.8,6.65,18.55,31.95,63.73,11.72
