temperature,rainfall,humidity,soil_pH,nitrogen,phosphorus,potassium,solar_radiation,wind_speed,soil_moisture,crop_type,yield,yield_category,crop_name
32.98,1446.16,49.88,6.46,130.02,109.08,44.28,14.05,2.78,56.54,1,7.204,Low,Wheat
28.68,730.08,68.81,5.5,147.21,89.11,113.93,8.98,4.08,68.05,6,7.585,Medium,Barley
37.55,1149.49,38.1,5.59,73.68,103.28,75.75,19.72,3.1,36.58,0,7.0,Low,Rice
29.23,962.84,60.68,6.78,117.42,61.25,93.43,18.7,1.87,42.85,6,8.883,High,Barley
29.33,604.64,68.68,6.19,20.0,71.01,96.82,15.53,7.7,29.33,4,8.698,High,Cotton
26.68,898.21,60.95,6.42,129.89,50.81,64.29,11.52,2.77,34.74,2,8.82,High,Maize
34.34,1135.2,41.85,7.79,107.97,77.66,75.06,20.52,0.5,31.1,7,7.24,Low,Millet
33.58,843.52,88.91,5.94,80.66,35.69,113.36,16.94,2.24,25.4,4,7.587,Medium,Cotton
23.25,1257.93,66.55,6.55,132.63,10.0,52.07,20.23,1.6,65.49,2,8.1,Medium,Maize
19.08,1206.45,86.47,7.64,166.91,44.19,133.2,25.46,4.74,13.62,3,5.924,Low,Soybean
25.78,1175.67,61.1,6.72,100.96,30.89,61.38,9.43,3.98,65.55,4,7.958,Medium,Cotton
22.2,762.1,51.8,5.21,82.21,89.56,50.51,15.2,4.1,63.69,3,7.63,Medium,Soybean
26.62,576.05,69.04,6.9,126.6,96.31,83.31,17.16,2.94,52.5,1,9.17,High,Wheat
34.42,715.92,61.76,5.57,66.58,31.94,135.21,23.82,3.08,28.28,1,7.175,Low,Wheat
24.26,958.87,47.33,7.63,93.58,85.83,32.23,11.45,2.94,21.27,0,7.305,Low,Rice
26.74,1063.74,87.05,5.84,168.9,79.03,76.47,25.74,3.38,36.77,6,8.433,High,Barley
27.35,248.53,55.67,8.88,122.49,28.6,91.91,18.54,4.75,54.38,4,7.351,Low,Cotton
32.09,897.57,37.4,7.67,44.82,52.19,80.84,17.62,4.0,45.05,3,8.364,High,Soybean
13.52,947.43,84.92,5.86,48.12,48.4,89.55,17.21,4.25,29.35,2,7.24,Low,Maize
23.36,816.74,57.44,6.52,126.48,74.96,62.05,16.25,4.25,62.22,1,8.822,High,Wheat
28.27,1287.38,55.88,7.1,154.5,35.42,65.01,22.19,4.83,70.27,6,7.274,Low,Barley
34.2,1026.53,38.52,7.13,55.3,58.02,76.29,13.73,3.93,41.6,1,7.652,Medium,Wheat
24.05,1293.06,91.11,6.85,137.99,46.28,51.75,19.38,4.04,46.64,2,7.592,Medium,Maize
15.74,835.21,45.66,7.5,173.21,69.47,78.88,16.46,5.28,22.37,6,7.135,Low,Barley
30.72,1181.24,65.88,6.4,195.51,55.66,70.28,14.95,2.5,38.78,6,8.717,High,Barley
23.19,1390.52,78.69,6.21,133.25,49.3,68.25,28.0,2.22,52.66,3,6.235,Low,Soybean
19.86,1293.51,71.33,6.22,140.27,55.73,88.01,19.68,1.72,50.32,3,7.865,Medium,Soybean
23.25,572.36,64.11,7.19,34.67,100.72,34.48,20.45,3.77,37.38,4,8.187,High,Cotton
25.89,823.9,39.48,6.79,203.99,51.66,74.27,22.55,0.72,40.89,4,8.553,High,Cotton
23.37,796.45,52.85,6.73,96.98,39.18,137.93,12.31,4.19,38.29,5,8.526,High,Sugarcane
13.77,1046.78,67.82,7.14,82.66,71.67,52.85,25.01,3.34,40.82,7,6.323,Low,Millet
32.38,1105.91,53.19,4.86,109.79,57.13,112.14,8.0,5.2,51.35,5,6.543,Low,Sugarcane
34.65,648.33,68.05,6.75,180.47,31.7,81.37,14.92,2.49,15.49,0,7.727,Medium,Rice
30.91,920.35,75.23,6.67,208.32,104.63,64.93,16.16,3.2,43.88,1,9.168,High,Wheat
20.17,294.02,79.44,7.84,125.02,52.95,46.98,20.33,5.18,50.25,4,6.632,Low,Cotton
25.79,1332.58,46.61,5.28,159.92,52.44,83.49,18.87,5.57,36.44,3,7.475,Medium,Soybean
26.96,746.29,97.95,7.75,121.73,63.2,116.33,17.33,2.48,37.81,2,8.106,Medium,Maize
30.59,916.76,76.51,6.56,78.49,94.6,70.27,17.95,3.77,38.24,3,8.12,Medium,Soybean
31.01,807.11,64.97,6.89,179.07,26.41,77.98,14.09,3.94,37.81,1,8.873,High,Wheat
22.59,1243.81,81.34,7.84,95.11,65.52,105.26,12.01,4.06,45.09,5,7.844,Medium,Sugarcane
27.49,200.0,100.0,6.95,181.42,101.75,88.52,20.91,3.11,46.94,3,7.043,Low,Soybean
29.74,895.02,43.42,6.82,171.94,62.57,40.69,20.77,5.42,13.49,7,7.619,Medium,Millet
35.73,868.25,61.62,6.69,144.56,35.29,82.47,24.34,0.67,54.79,0,7.821,Medium,Rice
31.23,763.91,29.32,6.11,193.16,47.63,117.81,14.84,2.87,40.65,1,8.801,High,Wheat
31.73,1417.87,67.89,6.48,209.29,64.14,79.08,20.77,4.17,73.99,5,7.329,Low,Sugarcane
27.5,633.8,70.48,5.93,112.99,86.62,15.0,16.87,4.19,27.13,7,7.843,Medium,Millet
35.46,1131.54,64.41,6.46,87.65,53.21,89.71,22.76,5.53,31.99,2,7.488,Medium,Maize
29.46,1006.88,55.18,4.63,45.43,76.53,75.04,22.09,5.3,41.96,5,7.365,Low,Sugarcane
21.83,1278.46,34.26,6.84,209.79,31.29,34.27,18.84,3.07,51.2,6,7.402,Low,Barley
35.42,699.84,70.6,6.4,102.41,31.13,38.02,16.64,5.45,15.74,7,7.124,Low,Millet
31.19,680.11,86.83,6.23,165.4,50.34,104.38,21.84,2.43,32.56,7,7.823,Medium,Millet
24.34,1228.82,56.13,6.68,90.35,88.76,61.69,20.59,4.9,53.87,0,8.095,Medium,Rice
24.12,1027.6,71.6,5.35,181.53,61.38,57.31,15.26,6.22,30.78,1,8.245,High,Wheat
28.78,436.52,41.48,8.04,92.0,65.8,79.11,12.69,5.32,65.55,2,6.509,Low,Maize
29.78,738.21,71.86,6.42,72.33,65.56,63.89,16.85,3.66,38.19,0,8.26,High,Rice
28.18,1015.91,59.1,6.38,111.66,82.18,82.5,24.06,3.0,31.51,5,8.617,High,Sugarcane
28.87,1151.33,53.56,5.73,98.73,47.8,74.93,22.59,1.21,54.15,0,7.893,Medium,Rice
37.2,696.23,53.59,6.52,143.85,73.77,50.0,13.55,3.97,69.11,7,7.315,Low,Millet
33.43,200.0,59.1,7.61,117.94,43.38,67.22,13.33,1.83,51.25,1,6.685,Low,Wheat
28.14,1056.97,70.74,7.33,145.11,99.67,91.07,23.1,2.31,63.91,4,8.063,Medium,Cotton
32.65,533.9,45.32,7.18,108.36,43.99,81.05,13.46,1.71,70.15,0,7.06,Low,Rice
20.8,294.8,59.04,6.94,93.4,42.35,77.95,20.04,2.81,31.17,6,6.761,Low,Barley
29.39,200.0,64.38,6.21,96.66,70.99,128.43,15.54,3.46,59.08,0,8.03,Medium,Rice
37.86,1144.19,48.51,5.34,201.8,61.6,98.28,24.47,3.91,22.15,5,6.02,Low,Sugarcane
25.69,938.59,91.95,6.34,129.01,66.54,101.31,14.92,2.6,51.37,5,8.828,High,Sugarcane
21.91,832.3,52.2,6.31,40.65,64.55,75.85,22.57,5.1,43.93,2,8.216,High,Maize
23.09,1316.71,54.96,7.34,99.19,38.19,85.5,18.74,3.19,63.64,5,7.11,Low,Sugarcane
20.46,1091.2,50.33,6.75,123.87,92.27,69.22,19.01,2.32,62.58,3,8.406,High,Soybean
22.29,1384.89,91.98,7.79,193.82,77.87,99.44,10.12,3.84,53.55,1,6.317,Low,Wheat
24.78,482.18,73.29,7.46,161.15,87.18,77.24,9.19,6.45,49.48,1,6.768,Low,Wheat
18.57,889.63,50.95,6.13,83.13,49.43,85.56,17.12,4.0,52.63,4,7.049,Low,Cotton
27.09,414.99,81.59,5.06,216.73,68.33,84.02,18.99,2.96,45.93,4,7.395,Low,Cotton
32.41,831.19,68.01,7.61,118.75,63.95,79.55,13.5,1.21,44.08,1,8.54,High,Wheat
21.55,825.42,68.86,7.59,169.85,82.56,153.45,13.65,3.17,66.64,6,8.415,High,Barley
36.12,1087.98,59.83,5.41,73.8,83.2,63.33,20.25,3.85,68.44,4,6.776,Low,Cotton
30.06,913.67,53.76,7.71,24.07,63.86,63.11,20.25,2.92,42.88,2,8.054,Medium,Maize
33.18,1087.02,70.07,6.81,63.66,29.64,97.35,17.45,1.0,48.56,5,8.149,High,Sugarcane
23.05,1111.03,56.82,6.63,20.0,95.59,65.12,21.12,2.22,46.22,1,8.017,Medium,Wheat
32.13,1546.48,92.25,7.79,204.48,71.12,72.71,13.3,5.68,20.82,7,5.648,Low,Millet
20.45,805.41,45.96,7.58,128.58,47.83,52.84,16.58,5.65,39.95,4,8.166,High,Cotton
32.34,617.69,88.04,7.02,83.01,68.13,92.29,24.59,2.17,69.0,1,7.134,Low,Wheat
28.03,973.83,63.33,6.88,138.1,29.78,92.61,18.27,4.51,33.75,3,9.021,High,Soybean
30.32,659.32,69.49,6.99,127.57,81.11,72.12,18.51,1.73,76.72,0,7.523,Medium,Rice
19.95,1344.59,77.5,6.18,144.84,30.58,97.87,27.22,5.61,62.58,5,6.518,Low,Sugarcane
21.63,815.03,55.55,6.46,168.38,55.58,33.55,12.4,3.87,51.02,1,7.417,Low,Wheat
30.58,730.33,77.96,5.78,108.4,64.89,62.33,21.19,4.92,53.41,0,8.571,High,Rice
21.31,758.61,24.39,6.23,84.81,80.78,75.75,24.66,0.93,31.24,4,7.347,Low,Cotton
29.78,1115.53,54.2,6.21,153.11,62.13,50.69,16.7,4.52,41.02,0,8.249,High,Rice
18.8,852.68,51.14,5.99,152.09,72.7,36.28,21.44,3.49,66.62,5,8.117,Medium,Sugarcane
32.09,707.5,46.2,6.61,124.03,59.44,72.3,14.07,4.78,35.78,1,7.495,Medium,Wheat
19.6,1399.61,61.78,6.24,207.1,59.36,97.35,15.25,4.87,60.92,3,7.597,Medium,Soybean
30.31,643.15,70.79,6.9,102.49,61.71,112.05,19.54,3.6,24.34,6,8.443,High,Barley
30.75,910.67,75.54,5.2,84.01,56.22,66.32,21.19,2.6,27.03,4,7.31,Low,Cotton
22.82,1095.69,68.61,6.41,136.72,26.27,98.33,22.48,4.67,73.52,1,7.761,Medium,Wheat
30.49,410.6,55.01,6.61,93.0,44.63,95.91,24.28,3.41,44.82,5,6.93,Low,Sugarcane
28.56,1044.08,70.54,6.25,139.82,64.9,110.47,17.73,2.19,36.92,4,8.098,Medium,Cotton
23.77,583.47,66.86,6.36,86.68,55.02,71.25,22.77,2.12,65.44,2,7.375,Low,Maize
20.95,1146.83,79.04,5.23,103.99,56.88,35.04,16.63,1.28,63.69,0,6.993,Low,Rice
15.22,611.2,76.65,6.79,195.63,53.53,81.75,21.61,2.73,58.81,6,7.383,Low,Barley
29.1,1107.83,65.46,7.02,103.78,42.73,54.66,18.83,5.15,36.45,5,8.595,High,Sugarcane
17.61,1231.75,51.54,6.89,88.05,50.14,61.91,19.78,3.77,40.7,2,7.416,Low,Maize
27.57,1158.43,55.21,7.33,166.83,53.86,72.47,19.69,2.71,49.67,7,8.175,High,Millet
25.42,975.39,56.75,6.66,77.96,60.1,71.53,11.58,4.71,55.42,1,8.151,High,Wheat
31.07,830.61,60.27,6.88,92.28,67.87,83.54,13.5,2.25,37.37,3,8.18,High,Soybean
25.19,727.07,69.02,6.62,143.06,56.39,97.58,18.41,3.64,47.56,4,8.651,High,Cotton
25.02,1341.31,75.73,7.05,157.54,39.41,70.81,11.25,3.23,49.01,0,7.353,Low,Rice
31.39,690.15,64.23,5.24,168.82,32.04,89.89,21.32,4.67,64.3,4,7.661,Medium,Cotton
29.01,588.88,65.24,5.79,90.11,111.95,80.37,21.49,1.13,56.32,6,8.099,Medium,Barley
28.9,1099.61,67.15,7.77,143.84,37.4,103.39,19.31,2.22,22.4,1,7.796,Medium,Wheat
29.82,661.16,57.26,4.53,101.36,49.63,75.29,13.52,1.04,41.8,4,7.66,Medium,Cotton
17.79,614.98,51.12,6.39,95.77,70.34,78.03,23.52,3.11,31.07,0,6.961,Low,Rice
31.54,466.92,38.67,7.44,168.13,67.22,70.64,26.15,5.32,53.52,1,6.27,Low,Wheat
30.67,755.13,54.57,6.43,98.02,70.42,75.94,18.59,2.74,58.85,4,8.815,High,Cotton
20.9,875.19,72.1,6.18,131.13,51.15,60.41,20.04,2.73,46.52,3,8.627,High,Soybean
25.54,972.93,54.46,6.6,126.22,64.77,57.94,18.81,4.81,40.98,5,9.15,High,Sugarcane
26.76,1185.39,61.43,6.22,77.17,61.23,99.39,20.12,5.1,46.04,1,8.92,High,Wheat
26.19,1058.07,72.0,6.52,158.64,53.76,52.92,17.52,3.37,48.13,5,9.184,High,Sugarcane
29.0,842.74,72.81,5.95,142.41,64.91,72.02,17.86,4.53,35.4,7,8.921,High,Millet
35.59,840.54,48.81,7.39,40.55,81.11,105.38,21.62,1.88,26.72,1,8.17,High,Wheat
33.49,1053.05,79.96,7.64,131.1,59.56,71.18,27.38,5.57,14.25,3,5.908,Low,Soybean
19.13,1281.77,81.91,6.39,89.08,59.69,100.72,12.4,6.72,64.01,5,6.672,Low,Sugarcane
30.73,937.89,48.05,5.39,163.88,81.36,65.22,17.58,4.28,52.45,2,8.78,High,Maize
34.97,759.26,52.64,6.08,62.18,79.23,53.72,13.28,0.5,50.44,0,7.784,Medium,Rice
29.32,602.14,82.87,6.35,105.74,91.68,40.13,24.37,2.66,63.98,2,7.876,Medium,Maize
33.55,466.44,62.8,6.9,134.48,24.88,112.82,15.65,4.42,26.17,4,7.436,Low,Cotton
39.07,1099.88,31.7,5.69,122.17,78.1,51.58,12.23,2.87,18.97,3,6.391,Low,Soybean
33.14,1073.39,44.0,5.88,150.52,72.03,98.68,20.55,5.41,50.76,2,7.826,Medium,Maize
28.5,1073.21,61.26,6.91,59.26,42.29,55.0,24.98,4.38,49.4,1,8.555,High,Wheat
33.27,861.4,47.55,7.25,186.08,65.03,112.93,20.65,2.44,19.03,4,8.232,High,Cotton
27.87,1322.08,58.8,6.0,141.01,81.02,135.17,18.82,3.55,50.39,4,8.147,High,Cotton
27.14,754.76,65.49,5.43,174.39,43.42,37.84,19.64,2.16,39.0,2,8.751,High,Maize
24.89,1186.58,86.93,9.0,154.97,68.85,52.88,23.66,3.23,32.89,7,6.724,Low,Millet
36.38,888.38,60.64,7.13,119.54,77.43,99.33,14.5,2.67,40.0,2,7.782,Medium,Maize
22.09,717.49,81.09,6.29,68.63,38.58,92.83,17.55,5.26,10.0,7,6.932,Low,Millet
36.19,1077.76,86.43,7.2,97.46,57.15,99.42,16.19,6.67,36.13,3,7.177,Low,Soybean
30.0,1022.89,86.51,6.4,183.58,66.02,65.66,13.33,1.35,34.44,0,8.65,High,Rice
18.6,1007.09,69.27,7.19,175.42,44.08,129.69,16.69,0.62,53.36,2,8.498,High,Maize
29.21,924.38,35.55,6.63,95.22,42.42,82.95,22.43,3.13,42.63,6,8.245,High,Barley
14.4,888.63,71.91,6.57,20.0,57.3,49.58,20.27,1.22,54.58,7,7.655,Medium,Millet
30.75,1616.51,80.73,6.41,111.49,76.03,73.67,20.58,3.57,10.0,2,6.941,Low,Maize
32.31,1255.28,63.78,5.34,108.49,72.87,49.91,18.59,4.62,32.41,5,7.61,Medium,Sugarcane
23.45,1116.85,91.17,8.05,110.01,42.77,119.77,20.09,5.74,53.34,1,7.318,Low,Wheat
27.74,933.54,77.9,5.75,141.14,73.04,63.49,14.8,3.8,40.37,6,8.882,High,Barley
38.72,1202.15,73.52,5.41,155.05,43.28,92.31,16.76,3.21,57.68,6,7.054,Low,Barley
23.97,1055.4,81.3,6.33,159.61,27.8,68.23,18.77,0.53,17.93,7,8.326,High,Millet
20.65,907.86,70.0,5.73,137.83,52.66,64.62,19.11,3.54,55.97,5,8.558,High,Sugarcane
35.89,808.93,27.61,6.46,47.97,82.46,32.24,19.28,3.61,35.41,5,6.939,Low,Sugarcane
38.78,875.72,57.51,7.05,106.35,73.12,94.95,17.45,4.46,33.96,4,7.533,Medium,Cotton
27.02,200.0,82.96,7.3,212.16,59.97,112.48,16.49,2.44,59.87,7,6.741,Low,Millet
33.07,963.18,52.89,7.15,134.97,51.67,57.1,28.0,2.85,62.43,0,7.402,Low,Rice
35.05,753.46,61.65,6.26,134.71,52.2,41.37,21.63,1.28,60.52,1,7.678,Medium,Wheat
22.55,1377.8,49.33,6.54,134.38,62.18,100.08,19.65,0.5,75.58,3,7.408,Low,Soybean
24.09,905.8,91.76,6.83,136.62,38.63,38.84,17.07,1.84,64.0,6,7.624,Medium,Barley
34.39,543.31,90.22,5.09,24.68,53.04,110.49,16.2,1.14,33.07,3,7.151,Low,Soybean
37.11,885.04,51.74,6.96,110.42,55.69,57.39,17.48,4.01,47.12,2,7.46,Low,Maize
30.38,586.16,67.21,5.33,118.48,32.98,52.42,19.17,2.72,39.6,2,8.151,High,Maize
21.72,1042.02,54.79,8.13,171.26,43.23,86.21,10.48,2.69,75.44,3,6.591,Low,Soybean
38.92,987.28,74.22,6.18,121.91,68.21,54.05,11.72,2.02,61.57,2,6.89,Low,Maize
23.81,1187.35,72.65,6.35,54.14,60.19,62.32,15.45,0.5,42.17,0,8.268,High,Rice
24.99,662.74,77.18,5.88,137.2,53.82,88.85,18.83,5.76,58.17,5,8.234,High,Sugarcane
29.05,910.2,69.98,6.0,87.85,41.77,19.27,17.04,2.0,26.52,2,8.829,High,Maize
36.32,490.49,100.0,8.32,71.33,91.54,121.06,23.91,2.88,48.75,4,5.799,Low,Cotton
32.12,1110.45,49.58,7.25,86.63,43.24,81.09,12.07,1.32,30.93,2,7.002,Low,Maize
29.49,1055.66,39.34,5.26,141.7,65.03,47.68,14.99,4.96,19.67,1,7.237,Low,Wheat
29.78,1048.74,59.1,7.7,170.35,50.24,54.57,24.08,3.72,56.77,0,7.835,Medium,Rice
27.26,900.49,41.48,7.45,139.32,60.73,104.79,18.52,2.26,58.63,1,8.764,High,Wheat
30.35,1024.43,42.61,6.28,145.28,69.15,95.03,21.54,2.91,51.86,1,8.34,High,Wheat
11.82,1381.3,49.98,6.75,138.92,32.59,114.67,26.2,6.02,42.26,4,5.677,Low,Cotton
25.22,814.47,51.17,6.49,124.05,59.87,62.93,15.22,3.39,26.0,0,8.493,High,Rice
28.45,941.59,50.68,8.08,147.88,83.81,87.41,17.6,3.23,27.58,0,8.427,High,Rice
20.09,574.16,72.77,5.86,23.25,95.23,90.66,16.91,2.09,30.46,7,7.175,Low,Millet
29.32,639.52,57.41,6.62,124.44,57.4,97.38,10.18,0.66,41.49,0,8.283,High,Rice
25.77,929.34,62.31,6.16,78.2,60.83,108.18,16.76,3.26,61.14,0,8.667,High,Rice
37.53,1231.18,78.41,5.35,166.52,104.23,62.07,21.52,3.99,60.91,0,6.644,Low,Rice
36.44,823.12,53.51,8.25,114.11,82.7,77.15,20.16,5.15,20.27,4,7.42,Low,Cotton
24.21,829.23,61.03,5.55,121.24,47.65,64.75,20.48,0.5,34.6,2,8.344,High,Maize
26.09,777.93,70.49,6.68,59.8,47.62,78.68,16.5,1.81,34.2,7,9.03,High,Millet
26.56,739.57,35.88,5.11,160.67,79.13,97.46,15.38,2.63,10.0,1,7.539,Medium,Wheat
24.29,988.49,29.23,6.18,145.09,39.78,38.65,23.08,3.49,53.49,0,7.482,Medium,Rice
28.17,450.82,70.19,6.84,142.28,81.75,107.73,16.01,3.28,41.31,6,7.809,Medium,Barley
22.45,1284.28,72.38,5.84,87.48,66.69,51.52,19.18,3.32,43.3,2,8.242,High,Maize
20.22,700.37,95.96,6.97,89.05,70.35,72.32,18.65,4.11,65.19,2,7.059,Low,Maize
30.74,1116.57,67.37,6.28,128.94,54.87,111.1,23.85,2.15,46.32,1,7.808,Medium,Wheat
30.78,519.0,77.3,7.43,92.22,47.4,88.2,21.89,4.9,38.54,4,7.963,Medium,Cotton
22.17,1100.65,62.07,7.59,137.4,89.24,88.49,12.82,4.15,53.58,3,7.589,Medium,Soybean
32.37,1101.58,69.46,6.03,33.56,55.07,50.48,13.25,3.02,60.88,3,7.389,Low,Soybean
23.21,1015.26,90.01,6.56,100.5,51.78,53.9,20.32,5.9,49.45,2,9.065,High,Maize
28.52,601.67,33.14,6.65,191.87,58.4,103.53,17.74,5.83,55.34,5,7.779,Medium,Sugarcane
31.92,974.86,71.2,7.0,137.58,63.86,65.27,16.18,4.9,42.82,5,8.249,High,Sugarcane
26.8,545.08,97.03,6.51,126.67,39.38,67.63,22.06,0.5,43.77,1,7.686,Medium,Wheat
29.73,824.17,69.23,6.65,199.41,48.7,104.1,18.75,5.87,46.7,3,9.148,High,Soybean
23.9,1208.82,89.76,6.31,26.56,47.64,53.75,18.21,4.69,33.7,2,7.547,Medium,Maize
25.82,1139.01,55.56,6.59,87.39,76.91,86.73,21.12,6.51,36.48,4,8.236,High,Cotton
25.76,904.55,64.52,7.54,103.95,42.28,81.07,16.5,5.36,65.67,3,8.761,High,Soybean
22.52,607.56,65.5,7.02,154.33,24.88,79.93,24.27,5.87,75.12,2,7.239,Low,Maize
25.94,1093.68,31.74,7.06,155.03,20.66,67.04,14.85,4.82,68.88,2,7.789,Medium,Maize
17.71,905.81,47.48,7.08,85.36,30.59,65.5,20.63,5.52,25.15,0,7.19,Low,Rice
24.05,203.91,48.55,6.38,159.92,87.23,53.04,23.74,6.49,23.7,4,6.902,Low,Cotton
25.29,1134.79,77.33,6.76,103.87,60.32,92.07,12.49,3.82,27.14,0,8.353,High,Rice
25.46,892.73,78.08,5.63,168.47,70.02,63.3,16.63,1.14,47.02,1,8.481,High,Wheat
25.55,1260.74,69.86,7.52,78.69,70.73,104.22,22.57,3.04,10.0,0,7.203,Low,Rice
26.63,571.42,77.36,4.5,115.07,61.12,74.39,22.63,4.08,36.17,6,7.453,Low,Barley
29.88,200.0,62.54,6.43,100.39,58.5,53.54,17.31,3.61,66.11,0,7.742,Medium,Rice
